ID,active,Name,Description
11,0,1UP!,슈퍼 마리오 시리즈의 그 버섯. 획득 시 특유의 사운드와 함께 목숨을 하나 늘려준다. 사망 시 아이템은 사라지며 대신 현재 가지고 있는 빨간 하트 체력을 전부 회복시켜서 전방에서 부활한다.우선순위가 2번째로 높기 때문에 다른 캐릭터 부활 아이템으로 부활하면 이후 버섯으로 부활해도 원래 캐릭터로 부활하지 않는다. 최대 체력이 없는 상태에서 사망 시 소울 하트 반칸으로 부활한다. 단 ???캐릭터는 소울 하트 3칸으로 부활한다. 복사 등에 의해 이 아이템을 여러 번 먹을 경우 그 횟수만큼 부활할 수 있다. 더 상세한 부활 조건은 아이작/시스템의 부활 순서 항목 참고. Fun Guy 변신 세트 아이템 중 하나이다.
12,0,Magic Mushroom(요술 버섯),"어디선가 많이 본 버섯. 획득 시 특유의 사운드와 함께 캐릭터의 크기가 한 단계 커지며, 빨간 하트의 체력을 완전히 회복시킨다. 최대 체력 1칸, 대미지 0.3, 사거리 5.25, 공속 0.3, 눈물 높이 0.5 증가. 그리고 공격력 x1.5배율을 추가한다. 크기가 조금 커져서 실수할 수도 있으니 주의. 피격 판정은 커지지는 않는다. Fun Guy 변신 세트와 Stompy 변신 세트 아이템 중 하나이다. 또한 Huge Growth카드의 언락 조건에 포함된다. 좋은 옵션들만 있는 아이템 중 하나."
13,0,The Virus(바이러스),적과 접촉 시 24의 접촉 대미지와 캐릭터가 보유하고 있는 빨간하트와 뼈 하트의 수에 비례한 독 대미지가 6~7회 적용된다. 이동속도가 0.2 증가한다. Lust 미니 보스를 해치우면 가끔 이 아이템이 드롭한다. Spun 변신 세트 아이템 중 하나이다.
14,0,Roid Rage(불량 스테로이드),"이속 0.3, 사거리 5.25, 눈물 높이 0.5 증가. Edmund McMillen이 이전에 만든 게임이었던 C Word에서도 이 아이템이 나온다. Spun 변신 세트 아이템 중 하나이다."
15,0,<3,최대 체력 1칸이 증가함과 동시에 빨간 하트 체력을 전부 회복한다. ??? 캐릭터의 경우 소울 하트가 1개 증가한다. Gluttony 미니 보스가 가끔 드롭한다.
16,0,Raw Liver(생간),최대 체력 2칸이 증가함과 동시에 빨간 하트 체력을 전부 회복한다. ??? 캐릭터의 경우 소울 하트가 2개 증가한다. 키퍼는 최대체력이 2칸이라 한칸일때만 한칸 더 증가한다. 포가튼은 획득 후 본체를 유지하고 있으면 뼈하트가 2개 증가. 영혼일 경우 소울 하트가 2개 증가한다.
17,0,Skeleton Key(해골 열쇠),열쇠를 현재 가지고 있는 개수와 상관없이 최대치인 99개로 바꾼다. 이후 아이템을 변경시켜서 사라지게 해도 이미 획득한 열쇠는 남아 있다.
18,0,A Dollar(1달러),동전을 100개 추가한다. 때문에 이게 떴다면 기존에 가지고 있는 코인을 상점방 같은 데서 최대한 사용한 다음 획득하는 게 효율성이 좋다. 오리지널 기준으로는 슬롯머신 사용 시 0.467%(7/1500) 확률로 슬롯머신이 터지면서 드롭되는데 리버스 이후로는 통계가 없어 같은 확률일 것으로 추정된다. 워낙 보기 힘든 아이템 중 하나이기 때문에 슬롯머신을 자주 돌리거나 에덴 캐릭터로 시작할 때 시작 아이템에서 확률적으로 볼 수 있다.
19,0,Boom!(꽈광!),폭탄을 10개 획득한다. 최대치인 99개를 넘기지 않는다.
20,0,Transcendence(초월),"몸이 사라지고 얼굴만 떠다니며, 비행 효과를 얻는다."
21,0,The Compass(나침반),지도에 비밀방과 일급비밀방을 제외한 특수방들의 아이콘이 맵에 표시된다. Lost 저주에 걸린 층은 저주를 풀 때까지 소용이 없게 된다. 다른 방을 다 둘러본 후 상점이나 비밀방이라고 판단되는 방에 Greed 보스가 있다면 해당방은 들어가지 않아도 미니 보스 아이콘이 표시된다. 이미지는 젤다의 전설 1 에서 참고했다.
22,0,Lunch(점심밥),최대 체력이 1개 증가한다. ???캐릭터는 소울 하트가 1개 증가한다.
23,0,Dinner(저녁밥),최대 체력이 1개 증가한다. ???캐릭터는 소울 하트가 1개 증가한다. 그릇에 Dog라고 적혀있는 것은 오리지널 때 활용했던 강아지 MAX와 관련지은 것으로 추정된다.
24,0,Dessert(후식),최대 체력이 1개 증가한다. ???캐릭터는 소울 하트가 1개 증가한다.
25,0,BreakFast(아침밥),"최대 체력이 1개 증가한다. ???캐릭터는 소울 하트가 1개 증가한다.여기까지 보면 알겠지만, 아이작의 식사 시리즈는 개사료, 부패한 음식등 사람이 먹을 것이 아니다. 작중에서 아이작에게 가해진 학대를 은유하는 요소. 아이템 배열이 소진될 경우 이 아이템만 나온다. 스페셜 아이템의 경우 확률에 의해 나오게 되면 배열을 무시할 수는 있다."
26,0,Rotten Meat(썩은 고기),최대 체력이 1개 증가한다. ???캐릭터는 소울 하트가 1개 증가한다.
27,0,Wooden Spoon(나무 숟가락),이동속도가 0.3 증가한다. 이 아이템을 얻게 되면 온몸에 숟가락으로 얻어맞은 자국이 생긴다.
28,0,The Belt(벨트),이동속도가 0.3 증가한다.
29,0,Mom's Underwear(엄마의 속옷),"사거리가 5.25, 눈물 높이가 0.5 증가한다. 획득 시 아군 파리가 3~6마리 소환된다.Yes Mother? 변신 세트 아이템 중 하나이다."
30,0,Mom's Heels(엄마의 하이힐),"사거리가 5.25, 눈물 높이가 0.5 증가한다. 또한 적과 접촉 시 12 피해를 준다.Yes Mother? 변신 세트 아이템 중 하나이다."
31,0,Mom's Lipstick(엄마의 립스틱),"사거리가 5.25, 눈물 높이가 0.5 증가한다. 획득 시 무작위 하트 한 개가 바닥에 생성된다. Yes Mother? 변신 세트 아이템 중 하나이다."
32,0,Wire Coat Hanger(철제 옷걸이),공격 속도가 0.7 증가한다. 캐릭터 이미지는 옛날 미국에서 불법 셀프 낙태를 할 때 옷걸이를 사용하던 부분에서 참고되었을 수 있다.
33,1,The Bible (성경),"사용 시 그 방에서만 비행 효과를 얻는다.보스 Mom, Mom's Heart, It Lives!에게 사용시 보스가 즉사하며 The Halo가 해금된다. Mausoleum에서 만나는 Mom과 Mom's Heart도 포함된다.단, Satan에게 사용시 캐릭터가 즉사한다.엄마 즉사 효과 외에는 활용도가 낮은 아이템.판도라의 상자를 Womb 2에서 사용시 획득할 수 있다.Book Worm과 Seraphim 변신 세트 아이템 중 하나이다."
34,1,Book of Belial (벨리알의 서),"사용 시 그 방에서 공력력이 2 증가한다. 소지중일 때 악마방 등장 확률이 12.5% 증가한다. Judas가 갖고 시작한다.사용 시마다, 혹은 XV - The Devil 카드와 효과가 중첩된다.Book Worm 변신 세트 아이템 중 하나이다."
34,0,Book of Belial (벨리알의 서),유다가 생득권을 획득하면 자동으로 획득하는 아이템이다. Book of Virtues(미덕의 책)처럼 책 위에 액티브 아이템을 올릴 수 있다. 자세한 효과는 유다 생득권 시너지 참조.
35,1,The Necronomicon (네크로노미콘),사용시 그 방 전체 적에게 40의 피해를 준다.Book Worm 변신 세트 아이템 중 하나이다.
36,1,The Poop (똥),사용 시 똥을 싸면서 주위의 적을 밀쳐낸다.???이 갖고 시작한다.Oh Crap 변신 세트 아이템 중 하나이다.
37,1,Mr. Boom! (미스터 붐),사용 시 Mr.Mega와 같은 커다란 폭탄을 설치한다.
38,1,Tammy's Head (태미의 머리),사용 시 10방향으로 데미지가 25 더 높은 눈물을 발사한다.눈물 종류가 폭탄/칼/혈사포/레이저라면 따라간다.
39,1,Mom's Bra (엄마의 브래지어),사용 시 방 전체 적에게 4초간 석화 상태이상 효과를 건다. 플레이어의 시각에 강렬한 피해를 준다Yes Mother? 변신 세트 아이템 중 하나이다.
40,1,Kamikaze! (카미카제!),사용 시 폭발을 일으키고 체력 반 칸의 데미지를 입는다.폭탄에 효과를 주는 아이템에 영향을 받는다.
41,1,Mom's Pad (엄마의 생리대),사용 시 방 전체 적에게 5초간 공포 상태이상 효과를 준다.Yes Mother? 변신 세트 아이템 중 하나이다.
42,1,Bob's Rotten Head (밥의 썩은 머리통),"사용 시 독 폭탄을 공격하는 방향으로 던진다. 독 폭탄은 벽이나 몬스터, 장애물에 닿으면 폭발하지만 거지나 슬롯머신류는 그냥 통과하며, 맞은 적에게 아이작의 공격력 + 185의 피해를 입히고 폭발한 자리에 5의 피해를 입히는 독구름을 생성한다.Bob 변신 세트 아이템 중 하나이다."
44,1,Teleport (순간이동),"사용 시 맵의 랜덤한 방으로 이동한다.악마방, 천사방, 에러방, 레트로 보물방으로 이동할 수 없다."
45,1,Yum Heart (맛있는 심장),"사용 시 빨간하트 하나를 얻는다.코옵 플레이 중인 아군이 있을 경우, 다른 플레이어들도 빨간하트 반칸을 회복한다.Magdalene이 갖고 시작한다.Keeper로 사용시 동전하트가 하나 회복되지만, 아군 파리는 생성되지 않는다."
46,0,Lucky Foot(행운의 발목),"행운 수치가 1 증가한다. 방을 클리어 시 행운 수치랑 무관하게 방 클리어 보상을 얻을 확률이 추가되어 기존보다 좀 더 높아지고, 야바위꾼(정확한 확률은 없음) 및 점술 기계(35%에서 54%로)또한 행운 수치와 무관하게 당첨 확률이 높아진다. 부정적인 알약의 효과를 긍정적으로 만든다. 슬롯머신과 하드모드 점술 기계는 영향 없다."
47,1,Doctor's Remote (박사의 원격 조종기),사용 시 조준점이 생긴다. 공격키로 조준점을 움직일 수 있으며 잠시 후 미사일이 타겟 위로 떨어진다.데미지는 현재 공격력의 20배로 Epic Fetus와 같다.
48,0,Cupid's Arrow(큐피드의 화살),세모 모양의 눈물로 적들을 관통하게 된다. 장애물은 관통할 수 없다. 덕분에 피탄 판정이 여럿인 Larry Jr. 같은 몬스터나 정면에서 전혀 대미지를 입지 않는 나이트 같은 놈들을 순식간에 잡을 수 있다. 다수의 적들을 상대할수록 유용한 아이템이나 대신 넉백 효과는 없어진다. 이름은 상대를 매료시키는 화살이면서 정작 인게임에선 매혹 효과는 없다는 게 아이러니.
49,1,Shoop da whoop! (모두 다 사라져빔!!),사용 시 공격키를 누른 방향으로 혈사포와 비슷한 레이저포를 발사한다. 데미지는 공격력의 4배이다.
50,0,Steven(스티븐),공격력이 1 증가한다. 이 아이템을 빨리 획득하고 싶다면 이 팁을 참고해서 반복해보자.1. 챕터 1의 보스들을 40번 클리어해야 이 보스가 언락된다. 아자젤 캐릭터 추천.2. 보스가 언락이 되었다면 The Basement 맵일 때만 진행하고 아니면 리셋하자.3. 아자젤 캐릭터를 사용해 길을 잘못 들면 The Fool카드를 사용하면서 빠르게 진행하자. 큰 방이거나 오래 걸릴 거 같은 방은 그냥 블랙 하트 소모해서 빠르게 처리하자.4. 카인 캐릭터 등을 통해 황금상자를 열수 있으면 자주 열자. 여기서 나올 확률이 있는 데다 리틀 스티븐이 나왔을 때 보스가 스티븐이면 아이템 스티븐이 나올 확률이 꽤 높다.
51,0,Pentagram(오망성),공격력 1 상승. 악마방의 출현 확률을 10% 증가시킨다. 악마방 등장 배율에 따라 2.5% 5% 오를 수 있다.Leviathan 변신 세트 아이템 중 하나이다.
52,0,Dr. Fetus(태아 박사),"제작자 에드먼드 맥밀란의 대표작 슈퍼 미트 보이의 주연 'Dr. Fetus'의 오마주 아이템 그 첫 번째. 눈물 대신 폭탄이 미끄러지듯이 발사되며 1초 후 폭탄이 터지고 현재 공격력의 10배의 대미지를 준다. 폭탄은 터지기까지의 시간만 제외하고 사거리, 탄속, 공속, 눈물 크기의 영향을 받으며 공속이 상향되면 발사한 폭탄이 터지기 전에 다른 폭탄을 발사하는 것도 가능하다. 비밀방을 탐색하기 편하고 대미지도 준수하지만 이속이 빠른 몬스터들한테는 고전할 수 있다. 이름은 닥터 페투스로 잘 알려져 있어서 그대로 갈 수도 있었으나 원래 의미로 제대로 번역되었다. 애초에 슈퍼 미트 보이 엑박 버전 번역에서 그대로 건너온 오역이었다."
53,0,Magneto(자석),"획득시 캐릭터쪽으로 픽업 아이템들이 열쇠벽돌을 제외한 모든 오브젝트와 지형을 무시하고 천천히 끌려온다. 액티브 아이템의 충전 게이지 및 체력이 꽉 찼을 경우 배터리, 하트는 움직이지 않는다. Horf등 일부 몹들도 같이 끌려올 수도 있다. 박동이 빠른 빨간 하트도 끌려오지만 캐릭터와 가까이 있으면 도망간다. 여기까지만 보면 비행의 하위호환이지만 이 아이템만의 차별점으로 근거리에 있는 일반 상자와 가시 상자를 자동으로 열 수 있고, 이렇게 연 상자는 도전 방의 웨이브를 활성화시키지 않는다.습득 시 대사와 달리 액티브, 패시브 아이템은 끌고 오지 못한다."
54,0,Treasure Map(보물 지도),비밀방과 일급 비밀 방을 제외한 맵 구조만 보여준다. 특수 방의 위치는 공개하지 않는다.LOST 저주나 암네이시아 알약을 사용 시 저주를 풀지 않는 이상 효과가 없다.
55,0,Mom's eye(엄마의 눈),아이작의 뒤통수에 눈이 하나 더 생겨서 뒤쪽으로도 눈물을 발사하게 된다. 뒤로 발사하는 눈물의 스텟 및 속성을 따라간다. 릴리스 캐릭터는 인큐버스가 대신 쏘기 때문에 적용되지 않는다. 럭수치가 2 이상이면 100% 확률로 뒤에서 발사한다. Yes Mother? 변신 세트 아이템 중 하나이다. 부스터팩 #5패치로 아이템 이미지가 바뀌었다. 엄마가 머리 뒤쪽에도 눈을 가지고 있음으로써 항상 자녀의 상태를 보는 것을 의미한다.
56,1,Lemon Mishap (레몬빛 사고),사용 시 캐릭터 주위에 노란 장판을 깐다. 장판 위의 적은 틱당 22(초당 66)의 데미지를 입는다.비행 상태라면 데미지를 입지 않는다.
57,0,Distant Admiration(짝사랑),획득 시 빨간색 파리 하나가 생기며 캐릭터 주위를 맴돈다. 이 파리에게 닿는 적들은 틱당 5의 대미지 또는 초당 75의 대미지를 준다. 원거리 발사체를 막아준다. 캐릭터 주변에 생성되는 파리류 아이템 중에서는 대미지가 제일 높으며 궤도에서는 두 번째 거리에 속한다.Beelzebub 변신 세트 아이템 중 하나이다.
58,1,Book of Shadow (그림자의 서),사용 시 10초간 무적 방어막이 생긴다. Book Worm 변신 세트 아이템 중 하나이다.
60,0,The Ladder(사다리),한 칸짜리 구덩이를 지날 때 자동으로 사다리를 놓고 건너갈 수 있게 해준다. 부유 효과를 지닌 아이템의 하위 호환. 대각선으로는 건널 수 없다. NES용 젤다의 전설에서 참조한 아이템.
62,0,Charm of the Vampire(흡혈귀의 부적),"공격력이 0.3 증가한다. 적 13마리를 죽일 때마다 빨강 체력 반 칸이 회복된다. 게임을 중간에 저장하고 나갈때 이 아이템 효과를 위한 적을 죽인 횟수도 저장된다. 그래서 여러 적이 있는 방에서 일부만 처치 후 게임을 나가고 컨티뉴로 다시 들어오면 그 방의 적들이 초기화 되나 아이템 카운트는 유지되므로 이 방법으로 피를 채울 수도 있다.또한 Globin같이 재생되는 적들또한 1차 처치도 카운팅이 되기 떄문에 부활하게 두는 꼼수로 체력을 회복할 수 있다. 키퍼도 회복 가능하지만 로스트나 ???캐릭터는 영향을 받지 않는다.버그로 캐릭터가 체력이 다 닳아 죽는 모션을 취할때 주변 아이템 효과로 인해 적을 잡고 체력이 반칸 회복되면 반칸 회복된 상태에서 유서를 보게 된다.흡혈귀는 거울 같은 것에 모습이 비치지 않는다는 특징에서 가져온 이스터에그로, 이 아이템을 먹으면 Flooded Caves, Downpour, Dross 스테이지의 수면에 캐릭터의 모습이 보이지 않게 된다."
63,0,The Battery(충전지),액티브 아이템의 게이지를 2회분까지 충전이 가능해진다. 캐릭터가 2개를 소유하거나 필드에 놓인 다른 액티브 아이템을 집어도 액티브 아이템들의 현재 충전상황이 공유되지 않으며 개별로 적용된다. 충전 게이지가 1칸이면서 자체적으로 충전되는 액티브 아이템은 노란색 게이지까지 자동으로 천천히 충전한다. 미니 배터리를 획득했을때 현재 액티브 게이지 구간에서만 완충해준다. 6칸 사용되는 액티브 아이템에서 5칸 충전 상태일때 미니배터리를 획득하면 6칸까지만 채워지므로 12칸까지 채우고 싶으면 6칸 이상 충전되어야 2차 게이지 충전 효과를 본다.
64,0,Steam Sale(스팀 세일),"상점에서 파는 모든 물건들의 가격을 반으로 깎는다. 정확하게는 원가가 15원이면 7원에 판매하고 5원이면 3원, 3원이면 2원에 판다. 이미 할인된 가격으로 파는 물품은 한 번 더 할인해 준다. 7→3, 5→2, 3→1로.  상점이나 맵 곳곳에 등장하는 상점 주인 오브젝트 또는 상점 대신 나오는 그리드 미니 보스를 폭탄으로 파괴하면 가끔 등장한다. 이 아이템을 두 번 획득하면 50%+50%=100%로 상점의 모든 아이템이 0$로 표시되면서 무료가 된다. 단 중복 획득했어도 소지한 이 아이템이 교체되면 할인 효과가 즉시 사라지니 주의.여담으로 PS Vita와 Xbox One에서는 Steamy Sale이란 이름을 사용한다. PS4도 동일했으나 부스터팩 #5패치 때 다행히 원래 이름으로 돌아갔다."
65,1,Anarchist Cookbook(무정부주의자의 요리책),사용 시 방 안의 무작위 위치에 트롤 폭탄 6개를 소환한다.폭탄에 적용되는 모든 시너지가 적용된다.Book Worm 변신 세트 아이템 중 하나이다.
66,1,The Hourglass (모래시계),사용 시 방 전체 적에게 8초간 둔화 상태이상 효과를 건다.
67,0,Sister Maggy(매기 누나),패밀리어. 아이작을 따라다니며 대미지 6의 붉은 눈물을 발사하는 인형이 생긴다. Conjoined 변신 세트 아이템 중 하나이다.
68,0,Technology(기계 장치),눈물 대신 사거리 무한에 적만을 관통하는 레이저를 현재 공속에 맞춰 단발씩 발사하게 된다. 움직이면서 쏠 때는 이동 속도에 비례하여 발사 각도가 틀어지며. 레이저의 굵기는 대미지에 비례한다. 발사 위치는 테크가 붙어있는 쪽 기준으로 레이저가 나간다. 이것은 나중에 다른 레이저 아이템들을 같이 가지고 있을 때 명확히 구분이 된다.
69,0,Chocolate Milk(초코 우유),눈물을 충전해서 쏠 수 있게 된다. 공속수치가 '(현재 공속 * 2.1) + 3'으로 변경되나 차징 중간에 언제든 발사 있다는 점 때문에 사실상 공속이 무시되므로 공격 버튼을 연타하는 것으로 짧게 공격할 수 있으며 공속수치가 영향을 받는 쪽은 쭉 눌러서 완충시킬때 느리게 충전되는 식으로 적용된다. 충전하는 형식의 공격력은 현재 공격력의 30%~400%가 된다.
70,0,Growth Hormones(성장 호르몬),"공격력 1, 이속 0.4가 증가된다. Spun 변신 세트 아이템 중 하나이다."
71,0,Mini Mush(미니 버섯),"이속 +0.3, 사거리 -4.25, 눈물 높이 +1.5를 추가하며 캐릭터 크기가 조금 작아진다. 사거리가 줄었지만 눈물 높이 때문에 실질적으로는 좀 더 멀리 나간다. 간혹 버섯 오브젝트를 부수면 나오기도 한다. Fun Guy 변신 세트 아이템 중 하나이다."
72,0,Rosary(묵주),"획득 시 소울 하트를 세 개 얻고 공격속도가 증가하며 성경의 액티브 아이템을 모든 배열에서 각각 확률적으로 얻을 수 있도록 바꾼다. 어디서든 중복해서 나올 수 있지만 일단 한번 획득하는 순간 버려도 모든 등장 장소에서 다시는 나오지 않는다. 상점과 책방은 특정 배열을 고려하여 발견될 확률이 높다. 추가하는 확률은 확률 순으로 다음과 같다. 빨간 상자 71.43%, 열쇠 거지 71.43%, 황금상자 55.56%, 악마 거지 45.45%, 책방 45.45%, 저주방 38.46%, 거지 27.78%, 천사방 20.83%, 비밀방 20.83%, 상점방 12.82%, 악마방 12.82%, 보스방 11.36%, 보물방 2.26%. Seraphim 변신 세트 아이템 중 하나이다."
73,0,Cube of Meat(고기조각),"1단계: 고깃 조각 하나가 아이작 주위를 빙빙 돌며 적의 탄막을 막고 닿는 적에게 틱당 7씩 초당 105의 대미지를 입힌다.2단계: 닿는 적에게 1단계와 동일한 피해를 입히며 캐릭터가 쏘는 방향으로 대미지 3.5의 눈물을 발사한다.3단계: 걸어 다니면서 적이 근처에 근접해 있으면 쫓아다니며 접촉 시 초당 3.5의 대미지를 두 번 입힌다. 대신 더 이상 눈물을 발사하거나 발사체를 막아주지는 않는다. 이때 파리 배리어를 3마리 이상 가지고 있다면 큐브가 떨어져 나갈때 파리가 원래 자리에 되돌아온다. 4단계: 미트 보이의 덩치가 좀 더 커지고 공격력이 5.5로 높아진다. 이후 추가 생성하면 기존에 있던 4단계는 그대로 두고 다시 1단계의 큐브조각이 생긴다. 각층 보스방에서 묵시록의 4기사를 처치하면 큐브 조각 또는 슈퍼 밴디지를 확정 드랍한다. 다만 첫번째 기사를 잡고 드랍된 아이템을 따라가기 때문에 이후 그 종류의 아이템만 나오게 된다. 엄마발, 엄마심장등 고정형 보스가 나오는 곳에는 기사가 나오지 않으며 보스방이 아닌 다른 방에서 나올시 큐브를 드랍하지 않는다. 애드워드 맥밀런의 게임 슈퍼 미트 보이 게임에 나오는 주인공을 참고하였으며 습득 시 대사는 포켓몬 시리즈의 캐치 프라이즈 중 Gotta catch 'em all대사를 참조했다."
74,0,A Quarter(쿼터),코인의 소지수를 25개 추가한다. 상한선인 99개를 넘길 수 없으므로 74개를 넘기면 그만큼 손해본다. Super Greed가 드랍할 확률이 높아서인지 이 미니보스에게서 볼 확률이 높다. 그리드 인형이나 항아리 오브젝트를 폭파시키면 낮은 확률로 드랍된다.
75,0,PHD(박사 학위),"흭득시 임의의 알약을 필드에 하나 드랍하고 체력 2칸분을 회복하며 수술할 때 쓰는 녹색 마스크를 쓰게 된다. 처음보는 알약이라도 들자마자 어떤 종류인지 바로 나타나며 부정적인 효과를 가지고 있는 알약이면 효과를 긍정적으로 바꿔준다. 이미 드랍된 알약이라도 좋은 알약으로 바뀌어있다. D4, 주사위방 등에 의해 패시브 아이템을 잃어버려도 즉시 식별기능과 부정형 알약 변경기능은 남아있다. 단 이 상태에서 게임을 컨티뉴로 재실행시 식별기능만 사라진다.- 부정적에서 긍정형으로 바뀌는 알약들은 다음과 같다.공속, 이속, 사거리등 스텟을 내리는 알약 → 스텟을 올리는 알약Bad Trip[체력이 반칸만 남아서 Full Health로 바뀌는 부분과는 무관하다.] → Balls of SteelAmnesia → I Can See Forever??? → TelepillsAddicted → Percs!I'm Excited!!! → I'm Drowsy...Paralysis → PheromonesRetro Vision → I can see forever!R U A Wizard? → Power Pill!X-Lax → Something's wrong...- 중립형 알약들은 부정이나 긍정으로 바뀌지 않으며 그 알약들은 다음과 같다.Explosive DiarrheaHematemesisI Found PillsInfested!Infested?One makes you smallOne makes you largerPower Pill!Pretty FlyPubertyRe-Lax"
76,0,X-Ray Vision(투시 안경),비밀방과 일급비밀방이 인접한 방들에 있을때 비밀입구가 자동으로 열린다. 단 버튼등으로 적을 소환하거나 아직 클리어하지 못한 방이면 열려있거나 열릴 입구가 돌로 막힌채로 보여준다.
77,1,My Little Unicorn (나의 작은 유니콘),"사용 시 6초간 무적이 되며 눈물을 발사할 수 없지만, 접촉하는 적에게 40의 데미지를 준다."
78,1,Book of Revelations (요한계시록),"사용 시 소울 하트 1개를 얻는다.한번 이상 사용시 그 스테이지의 보스가 묵시록의 4기사로 대체된다.Mom, Mom's Heart(+It Lives)는 대체 되지 않는다.Double Trouble 또는 Mr. Fred 같이 보스방의 크기가 2칸 이상이면 대체 되지 않는다.리펜턴스의 추가 스테이지 보스 역시 대체되지 않는다.소지중일 시 악마방 등장 확률이 17.5% 증가한다. Book Worm 변신 세트 아이템 중 하나이다."
79,0,The Mark(낙인),"공격력을 1, 이동 속도를 0.2 올려주고 블랙 하트를 1개 얻는다. 이 666 이미지는 Loki 보스몹 이마에도 표시되어 있다. Leviathan 변신 세트 아이템 중 하나이다."
80,0,The Pact(계약),"공격력을 0.5, 공격 속도를 0.7 올려주고 블랙 하트를 2개 얻는다. Leviathan 변신 세트 아이템 중 하나이다. 악마방에서 체력이 얼마 없을때 죽지 않고 안심하며 거래할 수 있는 몇 안되는 아이템중 하나이기도 하다."
